User_ID,Age_Group,Source_Channel,User_Device,Video_Completion_Rate,Watch_Duration_Mins,Is_Speed_Watching,Drop_off_Point,Registration_Status,Lead_Score,Consultation_Booked,Enrollment_Status,NPS_Score,Feedback_Keywords
U000383,35-44,Douyin (TikTok China),iOS,0.85,17.1,Yes,End,Registered,81,No,Not Paid,6,"Sales Too Pushy, Pace Too Fast, Audio Bad"
U000384,25-34,Douyin (TikTok China),Android,0.92,18.5,Yes,End,Registered,100,Yes,Paid,9,Clear Structure
U000385,35-44,WeChat Channels (视频号),iOS,0.53,10.5,No,Middle,Registered,79,Yes,Not Paid,5,Content Too Basic
U000386,25-34,WeChat Moments (朋友圈),iOS,0.99,19.7,No,Sales_Pitch,Registered,100,Yes,Not Paid,9,Instructor Boring
U000387,25-34,Douyin (TikTok China),Android,0.49,9.9,Yes,Middle,Registered,73,Yes,Not Paid,4,Not Enough Examples
U000388,25-34,Douyin (TikTok China),Android,0.98,19.7,No,Sales_Pitch,Registered,100,Yes,Not Paid,6,Not Enough Examples
U000389,35-44,Douyin (TikTok China),iOS,0.61,12.2,No,Sales_Pitch,Registered,84,Yes,Not Paid,4,"Pace Too Fast, Too Expensive"
U000390,25-34,Douyin (TikTok China),PC,0.42,8.4,Yes,Middle,Registered,69,Yes,Not Paid,1,"Too Expensive, Content Too Basic"
U000391,25-34,Douyin (TikTok China),Android,0.91,18.2,No,Sales_Pitch,Registered,100,Yes,Not Paid,7,"Too Expensive, Sales Too Pushy, Hard to Follow"
U000392,45-54,Douyin (TikTok China),PC,0.64,12.8,No,Middle,Registered,73,No,Not Paid,8,Sales Too Pushy
U000393,35-44,Douyin (TikTok China),Android,0.61,12.2,No,Sales_Pitch,Registered,84,Yes,Not Paid,7,"Pace Too Fast, Sales Too Pushy"
U000394,35-44,Douyin (TikTok China),Android,0.86,17.1,No,End,Registered,100,Yes,Paid,10,Content Useful
U000395,25-34,WeChat Channels (视频号),Android,0.59,11.7,No,Middle,Registered,82,Yes,Not Paid,2,"Hard to Follow, Sales Too Pushy, Content Too Basic"
U000396,18-24,Douyin (TikTok China),iOS,0.55,10.9,No,Middle,Registered,80,Yes,Not Paid,8,Need More Support
U000397,18-24,Douyin (TikTok China),Android,0.59,11.9,No,Sales_Pitch,Visitor,63,No,Not Paid,8,Not Enough Examples
U000398,18-24,Douyin (TikTok China),PC,0.51,10.3,No,Middle,Visitor,58,No,Not Paid,4,Too Expensive
U000399,35-44,WeChat Channels (视频号),Android,0.66,13.2,No,Sales_Pitch,Registered,86,Yes,Not Paid,6,"Instructor Boring, Pace Too Fast"
U000400,35-44,Douyin (TikTok China),Android,0.35,7.0,No,Middle,Visitor,49,No,Not Paid,4,"Pace Too Fast, Hard to Follow, Sales Too Pushy"
U000401,25-34,WeChat Channels (视频号),iOS,0.56,11.2,Yes,Sales_Pitch,Visitor,57,No,Not Paid,4,"Not Enough Examples, Content Too Basic, Instructor Boring"
U000402,25-34,Douyin (TikTok China),Android,0.84,16.9,Yes,End,Registered,100,Yes,Paid,10,Clear Structure
U000403,35-44,WeChat Channels (视频号),Android,0.97,19.3,Yes,End,Registered,100,Yes,Paid,7,"Clear Structure, Practical Tips"
U000404,35-44,WeChat Moments (朋友圈),iOS,0.95,19.1,No,Sales_Pitch,Registered,90,No,Not Paid,6,"Too Expensive, Hard to Follow, Pace Too Fast"
U000405,35-44,WeChat Channels (视频号),iOS,0.5,9.9,No,Middle,Registered,65,No,Not Paid,2,Pace Too Fast
U000406,18-24,Douyin (TikTok China),Android,0.4,8.1,Yes,Middle,Visitor,48,No,Not Paid,7,"Too Expensive, Audio Bad"
U000407,25-34,WeChat Channels (视频号),Android,0.64,12.8,Yes,Sales_Pitch,Visitor,61,No,Not Paid,5,"Audio Bad, Too Expensive"
U000408,25-34,WeChat Channels (视频号),iOS,0.69,13.8,Yes,Sales_Pitch,Registered,84,Yes,Not Paid,7,"Need More Support, Hard to Follow, Content Too Basic"
U000409,25-34,Douyin (TikTok China),iOS,0.89,17.8,No,Sales_Pitch,Registered,99,Yes,Not Paid,4,"Too Expensive, Content Too Basic, Hard to Follow"
U000410,18-24,Douyin (TikTok China),Android,0.83,16.7,No,Sales_Pitch,Registered,84,No,Not Paid,3,Instructor Boring
U000411,35-44,Douyin (TikTok China),iOS,0.79,15.8,No,End,Registered,81,No,Not Paid,4,"Audio Bad, Too Expensive"
U000412,25-34,WeChat Channels (视频号),iOS,0.93,18.7,No,End,Registered,100,Yes,Not Paid,6,"Instructor Boring, Content Too Basic"
U000413,25-34,WeChat Channels (视频号),Android,0.43,8.5,Yes,Middle,Registered,69,Yes,Not Paid,6,"Audio Bad, Too Expensive, Instructor Boring"
U000414,25-34,Douyin (TikTok China),iOS,0.58,11.5,No,Middle,Visitor,62,No,Not Paid,5,"Need More Support, Pace Too Fast"
U000415,18-24,Douyin (TikTok China),iOS,0.83,16.7,Yes,Sales_Pitch,Registered,92,Yes,Not Paid,5,Sales Too Pushy
U000416,25-34,Douyin (TikTok China),Android,0.74,14.9,No,Sales_Pitch,Registered,100,Yes,Paid,10,"Good Audio, Clear Structure"
U000417,25-34,Douyin (TikTok China),iOS,0.49,9.8,Yes,Sales_Pitch,Visitor,53,No,Not Paid,5,"Not Enough Examples, Pace Too Fast"
U000418,25-34,Douyin (TikTok China),Android,0.65,13.1,No,Sales_Pitch,Registered,86,Yes,Not Paid,7,"Need More Support, Too Expensive, Sales Too Pushy"
U000419,45-54,WeChat Moments (朋友圈),iOS,0.95,19.1,No,Sales_Pitch,Registered,100,Yes,Not Paid,4,Not Enough Examples
U000420,18-24,WeChat Channels (视频号),PC,0.82,16.3,No,End,Registered,100,Yes,Paid,9,Practical Tips
U000421,25-34,WeChat Moments (朋友圈),PC,0.8,16.1,No,End,Registered,94,Yes,Not Paid,7,"Hard to Follow, Pace Too Fast, Not Enough Examples"
U000422,18-24,WeChat Channels (视频号),Android,0.97,19.4,No,End,Registered,91,No,Not Paid,8,"Pace Too Fast, Sales Too Pushy, Instructor Boring"
U000423,18-24,Douyin (TikTok China),Android,0.59,11.8,Yes,Middle,Registered,79,Yes,Not Paid,4,"Too Expensive, Content Too Basic, Audio Bad"
U000424,25-34,WeChat Moments (朋友圈),Android,0.83,16.6,No,Sales_Pitch,Registered,96,Yes,Not Paid,6,Need More Support
U000425,35-44,Douyin (TikTok China),Android,0.62,12.4,Yes,Sales_Pitch,Registered,80,Yes,Not Paid,10,Sales Too Pushy
U000426,25-34,Douyin (TikTok China),Android,0.39,7.8,Yes,Sales_Pitch,Registered,56,No,Not Paid,1,"Content Too Basic, Sales Too Pushy, Too Expensive"
U000427,25-34,WeChat Moments (朋友圈),iOS,0.85,17.1,No,Sales_Pitch,Registered,97,Yes,Not Paid,7,Need More Support
U000428,25-34,Douyin (TikTok China),Android,0.64,12.8,Yes,Middle,Registered,81,Yes,Not Paid,4,Too Expensive
U000429,25-34,Douyin (TikTok China),Android,0.64,12.8,Yes,Sales_Pitch,Registered,81,Yes,Not Paid,7,"Need More Support, Too Expensive"
U000430,25-34,Douyin (TikTok China),Android,0.85,17.1,No,End,Registered,97,Yes,Not Paid,8,"Content Too Basic, Need More Support, Audio Bad"
U000431,18-24,WeChat Channels (视频号),iOS,0.81,16.2,No,Sales_Pitch,Registered,100,Yes,Paid,7,Easy to Follow
U000432,25-34,WeChat Channels (视频号),iOS,0.39,7.9,No,Middle,Visitor,52,No,Not Paid,2,"Audio Bad, Sales Too Pushy"
U000433,18-24,Douyin (TikTok China),Android,0.92,18.4,Yes,End,Registered,100,Yes,Paid,9,"Want More Examples, Good Audio"
U000434,18-24,Douyin (TikTok China),Android,0.67,13.5,No,Middle,Registered,75,No,Not Paid,4,"Pace Too Fast, Not Enough Examples"
U000435,25-34,Douyin (TikTok China),PC,0.44,8.8,Yes,Middle,Registered,80,Yes,Paid,10,Good Instructor
U000436,35-44,WeChat Channels (视频号),Android,0.89,17.7,No,Sales_Pitch,Visitor,79,No,Not Paid,4,"Too Expensive, Content Too Basic"
U000437,25-34,WeChat Channels (视频号),Android,0.91,18.1,No,Sales_Pitch,Registered,100,Yes,Not Paid,7,"Too Expensive, Audio Bad, Hard to Follow"
U000438,18-24,Douyin (TikTok China),iOS,0.88,17.6,Yes,End,Registered,100,Yes,Paid,9,Practical Tips
U000439,25-34,WeChat Moments (朋友圈),Android,0.74,14.9,Yes,End,Registered,97,Yes,Paid,9,Clear Structure
U000440,35-44,Douyin (TikTok China),Android,0.74,14.7,No,End,Registered,100,Yes,Paid,9,Practical Tips
U000441,35-44,Douyin (TikTok China),Android,0.38,7.5,Yes,Middle,Registered,55,No,Not Paid,9,"Audio Bad, Sales Too Pushy"
U000442,35-44,Douyin (TikTok China),iOS,0.33,6.5,Yes,Intro,Registered,64,Yes,Not Paid,6,"Content Too Basic, Sales Too Pushy, Not Enough Examples"
U000443,18-24,Douyin (TikTok China),iOS,0.72,14.5,Yes,End,Visitor,66,No,Not Paid,7,"Sales Too Pushy, Too Expensive"
U000444,18-24,Douyin (TikTok China),Android,0.44,8.8,No,Middle,Registered,62,No,Not Paid,7,"Content Too Basic, Hard to Follow, Sales Too Pushy"
U000445,45-54,WeChat Channels (视频号),Android,0.56,11.2,Yes,Middle,Visitor,57,No,Not Paid,5,"Need More Support, Hard to Follow, Instructor Boring"
U000446,25-34,WeChat Channels (视频号),iOS,0.79,15.7,No,End,Registered,100,Yes,Paid,9,"Clear Structure, Easy to Follow"
U000447,25-34,Douyin (TikTok China),iOS,0.78,15.6,Yes,End,Registered,89,Yes,Not Paid,4,"Sales Too Pushy, Not Enough Examples, Content Too Basic"
U000448,25-34,WeChat Moments (朋友圈),iOS,0.89,17.7,Yes,End,Registered,95,Yes,Not Paid,5,Content Too Basic
U000449,35-44,Douyin (TikTok China),Android,0.61,12.2,No,Sales_Pitch,Registered,72,No,Not Paid,5,Too Expensive
U000450,25-34,Douyin (TikTok China),Android,0.74,14.8,No,End,Visitor,71,No,Not Paid,9,Content Too Basic
U000451,25-34,Douyin (TikTok China),Android,0.29,5.9,No,Middle,Visitor,46,No,Not Paid,6,Hard to Follow
U000452,35-44,WeChat Channels (视频号),Android,0.55,11.1,No,Middle,Registered,68,No,Not Paid,8,Audio Bad
U000453,35-44,WeChat Channels (视频号),iOS,0.99,19.8,Yes,Sales_Pitch,Registered,100,Yes,Paid,10,"Clear Structure, Content Useful"
U000454,25-34,Douyin (TikTok China),iOS,0.2,4.0,No,Intro,Registered,49,No,Not Paid,4,Hard to Follow
U000455,25-34,Douyin (TikTok China),iOS,0.66,13.2,No,Middle,Registered,86,Yes,Not Paid,7,"Not Enough Examples, Need More Support, Content Too Basic"
U000456,35-44,WeChat Channels (视频号),Android,0.7,14.0,No,Middle,Registered,88,Yes,Not Paid,8,"Hard to Follow, Sales Too Pushy, Need More Support"
U000457,45-54,Douyin (TikTok China),Android,0.7,14.0,Yes,Sales_Pitch,Registered,84,Yes,Not Paid,7,"Content Too Basic, Sales Too Pushy, Hard to Follow"
U000458,25-34,WeChat Channels (视频号),Android,0.74,14.9,Yes,End,Registered,97,Yes,Paid,10,"Clear Structure, Easy to Follow"
U000459,25-34,Douyin (TikTok China),iOS,0.44,8.8,Yes,Middle,Visitor,50,No,Not Paid,5,"Hard to Follow, Instructor Boring, Not Enough Examples"
U000460,25-34,WeChat Channels (视频号),Android,0.52,10.4,Yes,Middle,Registered,63,No,Not Paid,4,"Content Too Basic, Hard to Follow, Need More Support"
U000461,25-34,WeChat Channels (视频号),Android,0.65,13.1,Yes,Middle,Visitor,62,No,Not Paid,6,Pace Too Fast
U000462,25-34,Douyin (TikTok China),iOS,0.37,7.3,No,Sales_Pitch,Visitor,50,No,Not Paid,5,"Pace Too Fast, Sales Too Pushy, Not Enough Examples"
U000463,25-34,WeChat Channels (视频号),Android,0.74,14.8,No,Sales_Pitch,Registered,79,No,Not Paid,6,"Sales Too Pushy, Content Too Basic, Need More Support"
U000464,25-34,Douyin (TikTok China),Android,0.61,12.2,Yes,Middle,Registered,89,Yes,Paid,9,Clear Structure
U000465,18-24,WeChat Channels (视频号),iOS,0.77,15.4,Yes,End,Registered,76,No,Not Paid,9,"Content Too Basic, Hard to Follow, Pace Too Fast"
U000466,35-44,WeChat Moments (朋友圈),iOS,0.63,12.5,No,Middle,Registered,84,Yes,Not Paid,6,"Not Enough Examples, Instructor Boring"
U000467,25-34,WeChat Channels (视频号),iOS,0.83,16.6,No,Sales_Pitch,Registered,96,Yes,Not Paid,6,"Too Expensive, Need More Support, Pace Too Fast"
U000468,18-24,Douyin (TikTok China),Android,0.53,10.6,Yes,Middle,Registered,75,Yes,Not Paid,5,"Not Enough Examples, Too Expensive"
U000469,18-24,Douyin (TikTok China),Android,0.61,12.3,No,Middle,Registered,72,No,Not Paid,7,"Sales Too Pushy, Hard to Follow, Instructor Boring"
U000470,25-34,Douyin (TikTok China),Android,0.67,13.4,No,Middle,Registered,75,No,Not Paid,3,Need More Support
U000471,25-34,Douyin (TikTok China),Android,0.34,6.9,Yes,Intro,Registered,65,Yes,Not Paid,6,Need More Support
U000472,45-54,Douyin (TikTok China),Android,0.43,8.5,No,Middle,Registered,73,Yes,Not Paid,4,"Audio Bad, Too Expensive, Not Enough Examples"
U000473,35-44,Douyin (TikTok China),iOS,0.8,16.1,No,Sales_Pitch,Registered,94,Yes,Not Paid,7,"Instructor Boring, Audio Bad"
U000474,25-34,WeChat Channels (视频号),Android,0.85,17.0,No,Sales_Pitch,Registered,85,No,Not Paid,9,Audio Bad
U000475,25-34,WeChat Channels (视频号),Android,0.92,18.5,No,End,Registered,100,Yes,Not Paid,4,"Sales Too Pushy, Pace Too Fast, Instructor Boring"
U000476,18-24,Douyin (TikTok China),PC,0.8,16.0,Yes,Sales_Pitch,Registered,90,Yes,Not Paid,4,"Too Expensive, Audio Bad"
U000477,25-34,WeChat Channels (视频号),iOS,0.78,15.6,Yes,Sales_Pitch,Registered,89,Yes,Not Paid,5,"Need More Support, Hard to Follow"
U000478,18-24,Douyin (TikTok China),Android,0.29,5.8,No,Intro,Registered,54,No,Not Paid,10,"Hard to Follow, Too Expensive, Sales Too Pushy"
U000479,25-34,Douyin (TikTok China),PC,0.84,16.8,Yes,End,Visitor,72,No,Not Paid,4,Instructor Boring
U000480,25-34,Douyin (TikTok China),Android,0.83,16.7,Yes,End,Registered,92,Yes,Not Paid,7,"Too Expensive, Sales Too Pushy, Content Too Basic"
U000481,25-34,Douyin (TikTok China),iOS,0.77,15.4,Yes,End,Registered,88,Yes,Not Paid,5,Instructor Boring
U000482,45-54,Douyin (TikTok China),iOS,0.97,19.4,Yes,Sales_Pitch,Registered,100,Yes,Paid,10,"Practical Tips, Easy to Follow"
U000483,45-54,WeChat Channels (视频号),iOS,0.87,17.4,No,End,Registered,86,No,Not Paid,7,"Not Enough Examples, Pace Too Fast"
U000484,25-34,Douyin (TikTok China),iOS,0.59,11.8,Yes,Sales_Pitch,Registered,78,Yes,Not Paid,5,"Content Too Basic, Instructor Boring"
U000485,25-34,Douyin (TikTok China),Android,0.37,7.4,Yes,Sales_Pitch,Registered,54,No,Not Paid,7,"Too Expensive, Sales Too Pushy"
U000486,18-24,Douyin (TikTok China),iOS,0.43,8.7,No,Middle,Registered,84,Yes,Paid,8,Content Useful
U000487,25-34,WeChat Moments (朋友圈),Android,0.95,19.0,Yes,End,Registered,100,Yes,Paid,9,"Good Audio, Content Useful"
U000488,35-44,Douyin (TikTok China),Android,0.65,13.1,No,Middle,Visitor,66,No,Not Paid,8,"Sales Too Pushy, Audio Bad, Not Enough Examples"
U000489,35-44,WeChat Channels (视频号),PC,0.78,15.7,Yes,End,Visitor,69,No,Not Paid,5,"Not Enough Examples, Too Expensive"
U000490,25-34,Douyin (TikTok China),Android,0.85,17.0,Yes,End,Registered,81,No,Not Paid,7,"Need More Support, Audio Bad"
U000491,25-34,Douyin (TikTok China),Android,0.53,10.6,No,Middle,Registered,79,Yes,Not Paid,6,"Sales Too Pushy, Instructor Boring"
U000492,35-44,WeChat Channels (视频号),iOS,0.87,17.3,No,End,Registered,98,Yes,Not Paid,7,"Hard to Follow, Instructor Boring, Too Expensive"
U000493,35-44,WeChat Channels (视频号),iOS,0.66,13.2,Yes,Middle,Registered,70,No,Not Paid,6,Pace Too Fast
U000494,35-44,Douyin (TikTok China),Android,0.37,7.4,Yes,Sales_Pitch,Visitor,46,No,Not Paid,5,"Audio Bad, Instructor Boring, Too Expensive"
U000495,25-34,Douyin (TikTok China),Android,0.3,6.0,Yes,Intro,Visitor,42,No,Not Paid,4,"Need More Support, Too Expensive"
U000496,25-34,Douyin (TikTok China),Android,0.51,10.1,No,Middle,Registered,78,Yes,Not Paid,4,Content Too Basic
U000497,35-44,WeChat Channels (视频号),PC,0.53,10.6,No,Sales_Pitch,Registered,79,Yes,Not Paid,8,"Pace Too Fast, Hard to Follow"
U000498,18-24,Douyin (TikTok China),iOS,0.98,19.6,No,End,Registered,100,Yes,Not Paid,6,"Need More Support, Sales Too Pushy, Content Too Basic"
U000499,45-54,WeChat Moments (朋友圈),iOS,0.37,7.3,No,Middle,Registered,80,Yes,Paid,8,Easy to Follow
U000500,18-24,WeChat Moments (朋友圈),Android,0.76,15.3,No,Sales_Pitch,Registered,92,Yes,Not Paid,5,Audio Bad
U000501,25-34,WeChat Moments (朋友圈),iOS,0.77,15.5,No,End,Registered,93,Yes,Not Paid,6,"Not Enough Examples, Sales Too Pushy"
U000502,45-54,WeChat Moments (朋友圈),Android,0.69,13.8,No,Middle,Registered,88,Yes,Not Paid,6,"Need More Support, Not Enough Examples, Too Expensive"
U000503,25-34,WeChat Channels (视频号),Android,0.41,8.2,No,Sales_Pitch,Registered,60,No,Not Paid,5,"Audio Bad, Sales Too Pushy, Too Expensive"
U000504,35-44,Douyin (TikTok China),Android,0.34,6.8,No,Intro,Registered,69,Yes,Not Paid,4,Not Enough Examples
U000505,18-24,WeChat Channels (视频号),iOS,0.54,10.8,Yes,Middle,Registered,64,No,Not Paid,10,Not Enough Examples
U000506,25-34,WeChat Channels (视频号),Android,0.9,17.9,No,Sales_Pitch,Registered,99,Yes,Not Paid,4,Content Too Basic
U000507,35-44,WeChat Channels (视频号),Android,0.37,7.5,No,Middle,Visitor,51,No,Not Paid,7,Hard to Follow
U000508,35-44,Douyin (TikTok China),iOS,0.99,19.8,No,End,Registered,100,Yes,Not Paid,5,Content Too Basic
U000509,35-44,WeChat Channels (视频号),PC,0.88,17.5,Yes,Sales_Pitch,Registered,82,No,Not Paid,6,Instructor Boring
U000510,25-34,WeChat Channels (视频号),Android,0.79,15.8,No,Sales_Pitch,Registered,100,Yes,Paid,8,Good Audio
U000511,25-34,Douyin (TikTok China),Android,0.75,15.0,Yes,End,Registered,87,Yes,Not Paid,9,"Sales Too Pushy, Hard to Follow, Need More Support"
U000512,45-54,WeChat Channels (视频号),Android,0.95,19.1,Yes,Sales_Pitch,Registered,100,Yes,Paid,10,Practical Tips
U000513,18-24,Douyin (TikTok China),PC,0.49,9.8,Yes,Middle,Registered,73,Yes,Not Paid,4,"Not Enough Examples, Audio Bad"
U000514,25-34,Douyin (TikTok China),iOS,0.6,11.9,No,Middle,Registered,71,No,Not Paid,3,"Sales Too Pushy, Content Too Basic"
U000515,25-34,Douyin (TikTok China),iOS,0.56,11.3,No,Middle,Registered,81,Yes,Not Paid,10,Content Too Basic
U000516,25-34,WeChat Moments (朋友圈),iOS,0.78,15.6,No,Sales_Pitch,Registered,100,Yes,Paid,10,"Good Instructor, Easy to Follow"
U000517,18-24,Douyin (TikTok China),Android,0.21,4.2,No,Intro,Visitor,42,No,Not Paid,10,"Instructor Boring, Too Expensive, Sales Too Pushy"
U000518,35-44,WeChat Channels (视频号),iOS,0.66,13.3,Yes,Sales_Pitch,Registered,83,Yes,Not Paid,4,Instructor Boring
U000519,35-44,Douyin (TikTok China),Android,0.59,11.8,No,Middle,Registered,83,Yes,Not Paid,7,Too Expensive
U000520,25-34,WeChat Moments (朋友圈),PC,0.98,19.6,No,Sales_Pitch,Registered,100,Yes,Paid,10,"Easy to Follow, Content Useful"
U000521,25-34,Douyin (TikTok China),iOS,0.74,14.7,Yes,Sales_Pitch,Registered,86,Yes,Not Paid,3,Instructor Boring
U000522,18-24,WeChat Moments (朋友圈),Android,0.6,11.9,No,Middle,Visitor,63,No,Not Paid,8,"Need More Support, Not Enough Examples"
U000523,25-34,Douyin (TikTok China),Android,0.82,16.4,Yes,End,Registered,91,Yes,Not Paid,9,Too Expensive
U000524,25-34,Douyin (TikTok China),Android,0.3,6.1,No,Intro,Registered,67,Yes,Not Paid,9,Not Enough Examples
U000525,35-44,WeChat Moments (朋友圈),Android,0.91,18.2,No,Sales_Pitch,Registered,100,Yes,Paid,8,"Good Audio, Easy to Follow"
U000526,35-44,Douyin (TikTok China),iOS,0.77,15.4,Yes,Sales_Pitch,Registered,98,Yes,Paid,10,Easy to Follow
U000527,45-54,WeChat Moments (朋友圈),PC,0.98,19.5,No,Sales_Pitch,Registered,100,Yes,Paid,8,"Good Audio, Content Useful"
U000528,25-34,WeChat Channels (视频号),iOS,0.89,17.8,Yes,End,Registered,95,Yes,Not Paid,9,"Audio Bad, Too Expensive"
U000529,35-44,WeChat Moments (朋友圈),Android,0.73,14.5,Yes,Sales_Pitch,Registered,96,Yes,Paid,10,"Good Audio, Clear Structure"
U000530,25-34,Douyin (TikTok China),Android,0.62,12.4,No,Sales_Pitch,Visitor,64,No,Not Paid,3,Audio Bad
U000531,45-54,Douyin (TikTok China),Android,0.81,16.1,No,Sales_Pitch,Registered,100,Yes,Paid,10,"Good Instructor, Clear Structure"
U000532,35-44,Douyin (TikTok China),iOS,0.52,10.5,No,Sales_Pitch,Registered,89,Yes,Paid,8,Good Audio
U000533,45-54,Douyin (TikTok China),iOS,0.54,10.9,Yes,Middle,Registered,76,Yes,Not Paid,5,Need More Support
U000534,35-44,WeChat Channels (视频号),PC,0.79,15.8,No,Sales_Pitch,Registered,100,Yes,Paid,9,"Good Instructor, Easy to Follow"
U000535,35-44,WeChat Channels (视频号),Android,0.64,12.8,No,Middle,Registered,73,No,Not Paid,8,Audio Bad
U000536,25-34,Douyin (TikTok China),PC,0.71,14.2,Yes,Sales_Pitch,Registered,85,Yes,Not Paid,7,Hard to Follow
U000537,35-44,WeChat Channels (视频号),Android,0.7,13.9,Yes,Middle,Registered,84,Yes,Not Paid,8,"Hard to Follow, Content Too Basic"
U000538,18-24,WeChat Moments (朋友圈),Android,0.94,18.7,No,Sales_Pitch,Registered,100,Yes,Not Paid,8,"Need More Support, Instructor Boring, Content Too Basic"
U000539,35-44,Douyin (TikTok China),Android,0.57,11.5,No,Middle,Visitor,62,No,Not Paid,3,Content Too Basic
U000540,45-54,WeChat Moments (朋友圈),Android,0.75,15.1,No,End,Registered,92,Yes,Not Paid,6,"Instructor Boring, Content Too Basic, Sales Too Pushy"
U000541,25-34,Douyin (TikTok China),iOS,0.7,14.1,No,Sales_Pitch,Registered,89,Yes,Not Paid,10,"Too Expensive, Sales Too Pushy, Hard to Follow"
U000542,45-54,Douyin (TikTok China),iOS,0.46,9.3,No,Middle,Registered,75,Yes,Not Paid,8,"Sales Too Pushy, Need More Support"
U000543,25-34,WeChat Channels (视频号),PC,0.78,15.6,No,End,Registered,93,Yes,Not Paid,5,"Instructor Boring, Pace Too Fast, Need More Support"
U000544,35-44,Douyin (TikTok China),Android,0.69,13.7,No,Middle,Registered,98,Yes,Paid,7,"Good Instructor, Easy to Follow"
U000545,35-44,Douyin (TikTok China),iOS,0.52,10.4,No,Sales_Pitch,Registered,67,No,Not Paid,9,"Too Expensive, Audio Bad"
U000546,35-44,WeChat Channels (视频号),Android,0.87,17.5,No,Sales_Pitch,Registered,100,Yes,Paid,8,"Clear Structure, Content Useful"
U000547,25-34,WeChat Moments (朋友圈),PC,0.99,19.8,Yes,Sales_Pitch,Registered,100,Yes,Paid,9,"Want More Examples, Content Useful"
U000548,35-44,WeChat Channels (视频号),Android,0.45,8.9,Yes,Middle,Registered,81,Yes,Paid,9,"Clear Structure, Content Useful"
U000549,25-34,WeChat Channels (视频号),iOS,0.81,16.2,No,Sales_Pitch,Registered,82,No,Not Paid,6,"Audio Bad, Too Expensive"
U000550,25-34,WeChat Moments (朋友圈),Android,0.58,11.5,Yes,Sales_Pitch,Visitor,58,No,Not Paid,4,"Need More Support, Not Enough Examples"
U000551,45-54,Douyin (TikTok China),iOS,0.6,12.0,Yes,Middle,Registered,67,No,Not Paid,8,"Instructor Boring, Content Too Basic, Sales Too Pushy"
U000552,18-24,Douyin (TikTok China),PC,0.52,10.5,No,Middle,Registered,89,Yes,Paid,8,Good Audio
U000553,45-54,Douyin (TikTok China),Android,0.69,13.9,Yes,Middle,Registered,72,No,Not Paid,2,Need More Support
U000554,35-44,Douyin (TikTok China),Android,0.62,12.3,No,Middle,Registered,72,No,Not Paid,5,"Pace Too Fast, Sales Too Pushy"
U000555,45-54,WeChat Moments (朋友圈),Android,0.98,19.6,Yes,End,Registered,88,No,Not Paid,5,Need More Support
U000556,35-44,Douyin (TikTok China),Android,0.31,6.3,No,Middle,Visitor,47,No,Not Paid,7,"Too Expensive, Sales Too Pushy, Content Too Basic"
U000557,25-34,Douyin (TikTok China),Android,0.58,11.6,No,Sales_Pitch,Registered,70,No,Not Paid,4,Audio Bad
U000558,25-34,Douyin (TikTok China),Android,0.56,11.2,Yes,Middle,Visitor,57,No,Not Paid,5,Sales Too Pushy
U000559,25-34,WeChat Moments (朋友圈),iOS,0.79,15.9,No,Sales_Pitch,Registered,100,Yes,Paid,10,"Clear Structure, Good Audio"
U000560,35-44,WeChat Channels (视频号),Android,0.7,13.9,No,Middle,Registered,98,Yes,Paid,8,Easy to Follow
U000561,25-34,WeChat Channels (视频号),iOS,0.77,15.4,No,Sales_Pitch,Registered,92,Yes,Not Paid,1,Pace Too Fast
U000562,35-44,Douyin (TikTok China),iOS,0.37,7.3,No,Middle,Registered,58,No,Not Paid,6,"Hard to Follow, Instructor Boring, Content Too Basic"
U000563,25-34,WeChat Channels (视频号),iOS,0.88,17.6,Yes,End,Registered,100,Yes,Paid,9,"Practical Tips, Want More Examples"
U000564,18-24,WeChat Channels (视频号),iOS,0.57,11.5,No,Sales_Pitch,Registered,92,Yes,Paid,8,Content Useful
U000565,25-34,Douyin (TikTok China),iOS,0.45,9.1,Yes,Middle,Visitor,51,No,Not Paid,6,"Pace Too Fast, Sales Too Pushy"
U000566,25-34,Douyin (TikTok China),iOS,0.51,10.2,No,Sales_Pitch,Registered,78,Yes,Not Paid,8,"Sales Too Pushy, Hard to Follow, Pace Too Fast"
U000567,35-44,Douyin (TikTok China),iOS,0.47,9.4,No,Middle,Visitor,56,No,Not Paid,6,Hard to Follow
U000568,18-24,Douyin (TikTok China),iOS,0.95,19.0,No,Sales_Pitch,Registered,100,Yes,Not Paid,9,"Content Too Basic, Hard to Follow"
U000569,35-44,Douyin (TikTok China),iOS,0.54,10.8,No,Sales_Pitch,Registered,80,Yes,Not Paid,5,Hard to Follow
U000570,25-34,Douyin (TikTok China),iOS,0.44,8.8,Yes,Sales_Pitch,Visitor,50,No,Not Paid,8,"Sales Too Pushy, Instructor Boring"
U000571,25-34,WeChat Channels (视频号),Android,0.81,16.1,Yes,End,Registered,100,Yes,Paid,8,"Easy to Follow, Practical Tips"
U000572,18-24,Douyin (TikTok China),iOS,0.41,8.2,No,Sales_Pitch,Registered,72,Yes,Not Paid,8,"Sales Too Pushy, Pace Too Fast"
U000573,35-44,Douyin (TikTok China),Android,0.72,14.5,Yes,End,Registered,74,No,Not Paid,7,Not Enough Examples
